Location Id,phone_number,street_address,street_address_2,city,state,zip_code,zip5,foreign_id,foreign_id_type,inactive,address,Latitude,Longitude,Location Name
3527,8173068600,1209 N. Saginaw Blvd. Suite #D,,Saginaw,TX,76179,76179,1000278,msg-dentrix_enterprise-DataSource-798,FALSE,"1209 N. Saginaw Blvd. Suite #D, , Saginaw TX76179",32.880209,-97.382885,Fossil Ranch Dental Care
4491,6018598200,159 Fountains Blvd.,,Madison,MS,39110,39110,123,--DataSource-,TRUE,"159 Fountains Blvd., , Madison MS39110",32.471292,-90.145075,Fountains Infusion Center
4866,5082227555,150 Emory Street,,Attleboro,MA,02703-2439ac,2703,12,api-athena-DataSource-1348,FALSE,"150 Emory Street, , Attleboro MA02703",41.943031,-71.269377,Four Women Health Services
3223,7177610341,819 Market Street,Suite 100,Lemoyne,PA,17043-1588,17043,9,msg-opendental-DataSource-786,FALSE,"819 Market Street, Suite 100, Lemoyne PA17043",40.244046,-76.902147,Fox Dental
2553,6088315151,1001 N. Gammon Rd.,,Middleton,WI,53562,53562,19,remote_db-dentrix-DataSource-595,FALSE,"1001 N. Gammon Rd., , Middleton WI53562",43.083168,-89.501468,Foxridge Dental
4732,8055634404,5370 Hollister Avenue,Suite L,Santa Barbara,CA,93111,93111,1,remote_db-dentrix-DataSource-1263,FALSE,"5370 Hollister Avenue, Suite L, Santa Barbara CA93111",34.434828,-119.81041,Francie Naval DDS
2566,5168257402,136 Morris Parkway,,Valley Stream,NY,11580,11580,90,msg-dentrix_enterprise-DataSource-1356,TRUE,"136 Morris Parkway, , Valley Stream NY11580",40.676254,-73.687909,"Frank R. Korowitz, DMD, FAGD"
218,4152134363,2827 Franklin St,,San Francisco,CA,94123,94123,2,remote_db-dentrix-Location-218,FALSE,"2827 Franklin St, , San Francisco CA94123",37.800575,-122.42632,Franklin Dental
2048,5013276453,"2415 Prince StreetSuite 101Conway, AR 72034",,,,,,139,msg-denticon-DataSource-2,FALSE,"2415 Prince StreetSuite 101Conway, AR 72034, ,  ",35.091858,-92.461227,Free Clinic
1154,5408988998,10039 Jefferson Davis Hwy,,Fredericksburg,VA,22407,22407,1,remote_db-dentrix-Location-1154,TRUE,"10039 Jefferson Davis Hwy, , Fredericksburg VA22407",38.223961,-77.505468,Freedom Family Dentistry
3061,4794528800,"5008 South U Street, Ste. 101A",,Fort Smith,AR,72903,72903,1,msg-opendental-DataSource-707,FALSE,"5008 South U Street, Ste. 101A, , Fort Smith AR72903",35.360363,-94.376299,Friddle Dentistry
552,7188211247,65-07 Myrtle Avenue,,Glendale,NY,11385,11385,1,msg-macpractice-Location-552,FALSE,"65-07 Myrtle Avenue, , Glendale NY11385",40.701292,-73.889915,Friedman Family Dental
4716,8775125442,11137 Frisco St,,Frisco,TX,75033,75033,6,none-none-DataSource-1243,FALSE,"11137 Frisco St, , Frisco TX75033",33.172028,-96.834911,Frisco
3366,2146185200,6801 Warren Parkway,Suite 115,Frisco,TX,75034,75034,1,remote_db-dentrix-DataSource-838,FALSE,"6801 Warren Parkway, Suite 115, Frisco TX75034",33.106123,-96.825415,Frisco Kids Dentistry
2315,4693000480,8501 Wade Blvd,Bld 9,Frisco,TX,75074-7353,75074,25,msg-ecw-DataSource-515,TRUE,"8501 Wade Blvd, Bld 9, Frisco TX75074",33.129113,-96.810163,FRISCO UC - do not use
931,9726199515,"16000 Preston Rd, 310",,Dallas,TX,75248,75248,14,remote_db-dentrix-DataSource-1132,FALSE,"16000 Preston Rd, 310, , Dallas TX75248",32.966544,-96.803967,Frysh Dental Group
4481,9372582441,3085 Woodman Dr. Suite 150,,Dayton,OH,45420,45420,35,msg-curve2-DataSource-1200,TRUE,"3085 Woodman Dr. Suite 150, , Dayton OH45420",39.69963,-84.124507,Full-Time Ministry
2424,9786634303,668 Boston Road,,Billerica,MA,01821-5323,1821,9.00E+12,msg-dentrixascend-DataSource-558,FALSE,"668 Boston Road, , Billerica MA01821",42.541286,-71.247973,Future of Dentistry - Billerica
2425,9789571811,149 Pleasant Street,,Dracut,MA,01826-0000,1826,9.00E+12,msg-dentrixascend-DataSource-558,FALSE,"149 Pleasant Street, , Dracut MA01826",42.664728,-71.320271,Future of Dentistry - Dracut
4002,7027991204,5630 Coley Ave.,,Las Vegas,NV,89146,89146,1,remote_db-dentrix-DataSource-991,FALSE,"5630 Coley Ave., , Las Vegas NV89146",36.13521,-115.21836,Future Smiles - The Nevada Women’s Philanthropy Dental Wellness Center
2753,8888748812,719 Barron Blvd,,Grayslake,IL,60030,60030,37,msg-opendental-DataSource-650,TRUE,"719 Barron Blvd, , Grayslake IL60030",42.356109,-88.032686,GA - Children's Memorial
4945,7047554600,420 Park Street,Suite 101,Belmont,NC,280123393,28012,21,msg-curve2-DataSource-466,FALSE,"420 Park Street, Suite 101, Belmont NC28012",35.249347,-81.029649,GA Belmont Pediatric Dentistry
4944,7047495700,2700 Coltsgate Road,Suite 204,Charlotte,NC,282113573,28211,20,msg-curve2-DataSource-466,FALSE,"2700 Coltsgate Road, Suite 204, Charlotte NC28211",35.149558,-80.825997,GA SouthPark Pediatric Dentistry
970,9165321635,508 Gibson Dr Suite 190,,Roseville,CA,95678,95678,1.00E+12,msg-dentrixascend-Institution-413,FALSE,"508 Gibson Dr Suite 190, , Roseville CA95678",38.779128,-121.27351,Galleria Smile Designs
2791,8472501130,2300 Lehigh Ave,Suite 200,Glenview,IL,60026,60026,1,msg-opendental-DataSource-662,FALSE,"2300 Lehigh Ave, Suite 200, Glenview IL60026",42.097141,-87.816797,Gallery Park Dental
4485,9372582441,3085 Woodman Dr. Suite 150,,Dayton,OH,45420,45420,1,msg-curve2-DataSource-1200,FALSE,"3085 Woodman Dr. Suite 150, , Dayton OH45420",39.69963,-84.124507,Gamber Family Dental
3369,9857271830,215 St Ann Dr,,Mandeville,LA,70471,70471,1,msg-practiceworks-DataSource-846,FALSE,"215 St Ann Dr, , Mandeville LA70471",30.389071,-90.08551,Gammage Family Dentistry
109,5163465474,520 Franklin Avenue,Suite 229,Garden City,NY,11530,11530,61,msg-nextech-Institution-14,FALSE,"520 Franklin Avenue, Suite 229, Garden City NY11530",40.723244,-73.633562,"Garden City, Long Island"
4366,2138630744,8100 Garden Grove Blvd,,Garden Grove,CA,92841,92841,49,msg-ecw-DataSource-515,FALSE,"8100 Garden Grove Blvd, , Garden Grove CA92841",33.772482,-117.99075,GARDEN GROVE COVID-19
4814,2132054710,8100 GARDEN GROVE BLVD,,GARDEN GROVE,CA,92844-1016,92844,3,msg-ecw-DataSource-1320,FALSE,"8100 GARDEN GROVE BLVD, , GARDEN GROVE CA92844",33.772482,-117.99075,GARDEN GROVE URGENT CARE
2889,4244883544,1000 Artesia Blvd,,Gardena,CA,90248,90248,51,msg-ecw-DataSource-515,FALSE,"1000 Artesia Blvd, , Gardena CA90248",33.872846,-118.29089,GARDENA DRIVE THRU
4815,4244883544,1000 W ARTESIA BLVD,,GARDENA,CA,90248-3364,90248,5,msg-ecw-DataSource-1320,FALSE,"1000 W ARTESIA BLVD, , GARDENA CA90248",33.872846,-118.29089,GARDENA YMCA URGENT CARE
3173,8042722010,8133 Forest Hill Ave,Suite 201,Richmond,VA,23235,23235,20,msg-opendental-Location-3173,FALSE,"8133 Forest Hill Ave, Suite 201, Richmond VA23235",37.531351,-77.54767,Gardner & Midgette Dentistry
4723,8775125442,3821 Broadway Blvd,,Garland,TX,75043,75043,13,none-none-DataSource-1243,FALSE,"3821 Broadway Blvd, , Garland TX75043",32.867062,-96.60855,Garland
2316,9722268900,3301 W BUCKINGHAM RD,,GARLAND,TX,75042-4303,75042,39,msg-ecw-DataSource-515,TRUE,"3301 W BUCKINGHAM RD, , GARLAND TX75042",32.931662,-96.679435,Garland 2 Buckingham Rd PC - do not use
2317,9722268900,3301 W BUCKINGHAM RD,,GARLAND,TX,75042-4303,75042,40,msg-ecw-DataSource-515,TRUE,"3301 W BUCKINGHAM RD, , GARLAND TX75042",32.931662,-96.679435,Garland 2 Buckingham Rd UC - do not use
2318,8988888888,3320 LAVON DR,,GARLAND,TX,75040-2910,75040,30,msg-ecw-DataSource-515,FALSE,"3320 LAVON DR, , GARLAND TX75040",32.947942,-96.619232,GARLAND DRIVE THRU
1423,9722769571,321 N Shiloh Rd,,Garland,TX,75042,75042,671ce453-29cc-450d-aafd-70667a9ca19b,msg-practicefusion-DataSource-102,TRUE,"321 N Shiloh Rd, , Garland TX75042",32.914745,-96.667637,Garland Nursing Rehabilitation
3197,5406594900,481 Garrisonville Rd,Suite 105,Stafford,VA,22554,22554,32,remote_db-dentrix-Location-3197,FALSE,"481 Garrisonville Rd, Suite 105, Stafford VA22554",38.473802,-77.43254,Garrisonville Dental
393,9144724677,281 Garth Rd,,Scarsdale,NY,10583,10583,8.00E+12,msg-dentrixascend-Institution-168,FALSE,"281 Garth Rd, , Scarsdale NY10583",40.981108,-73.813171,Garth Dental
3121,7048548887,2557 Pembroke Road,,Gastonia,NC,280544712,28054,16,msg-opendental-Location-3121,FALSE,"2557 Pembroke Road, , Gastonia NC28054",35.267119,-81.133135,Gastonia Family Dentistry
3865,5168258484,210 E Sunrise Hwy,Suite 304,Valley Stream,NY,115811329,11581,2,msg-ecw-DataSource-917,FALSE,"210 E Sunrise Hwy, Suite 304, Valley Stream NY11581",40.657463,-73.69096,GastroCare LI
4442,4705246600,118 Gateway Lane,Suite 300,Bethlehem,GA,30620,30620,1,msg-eaglesoft-DataSource-1173,FALSE,"118 Gateway Lane, Suite 300, Bethlehem GA30620",33.941049,-83.737531,Gateway Dental and Implant Center
4785,3033078282,3471 N. Salida Street,Suite 60,Aurora,CO,80011,80011,1,remote_db-dentrix-DataSource-1293,FALSE,"3471 N. Salida Street, Suite 60, Aurora CO80011",39.764157,-104.77629,Gateway Park Dental
3628,7754613800,4530 S Carson St. #5,,Carson City,NV,897016914,89701,3116,msg-opendental-DataSource-59,FALSE,"4530 S Carson St. #5, , Carson City NV89701",39.126128,-119.7717,General Anesthesia Clinic
4240,7036447300,7210 Old Keene Mill Road,3rd Floor,Springfield,VA,22150,22150,1,remote_db-dentrix-DataSource-1029,FALSE,"7210 Old Keene Mill Road, 3rd Floor, Springfield VA22150",38.778462,-77.192086,General Dentistry & Orthodontics
168,5163042196,186 Stuart Ave,Suite 300,Valley Stream,NY,11580,11580,1,remote_db-dentrix-Location-168,FALSE,"186 Stuart Ave, Suite 300, Valley Stream NY11580",40.685958,-73.716459,General Practice - Dr. P. Sherman DDS
3359,2106145113,8122 Datapoint Dr,Suite 320,San Antonio,TX,78229-3264,78229,50,msg-ecw-DataSource-837,FALSE,"8122 Datapoint Dr, Suite 320, San Antonio TX78229",29.514282,-98.570112,General Surgical Associates
3614,2106145113,3903 Wiseman Blvd,Ste 302,San Antonio,TX,78251-4498,78251,20,msg-ecw-DataSource-837,FALSE,"3903 Wiseman Blvd, Ste 302, San Antonio TX78251",29.477321,-98.695011,General Surgical Associates - Westover
4895,6369284090,6065 Mid Rivers Mall DR,,St. Charles,MO,63304-1108,63304,1,msg-opendental-DataSource-1362,FALSE,"6065 Mid Rivers Mall DR, , St. Charles MO63304",38.745897,-90.636973,Genovese Dental
3672,9545717123,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1001328,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gente Dental Group of Coconut Creek, PLLC"
3739,7038225583,901 N. Stuart Street,Suite 101,Arlington,VA,22203,22203,1,remote_db-dentrix-DataSource-889,FALSE,"901 N. Stuart Street, Suite 101, Arlington VA22203",38.881683,-77.111424,Gentle Care Dentists
2238,7184610100,35-30 Francis Lewis Blvd,,Queens,NY,11358,11358,1,remote_db-dentrix-DataSource-481,FALSE,"35-30 Francis Lewis Blvd, , Queens NY11358",40.763645,-73.787509,Gentle Dental
4759,9364473000,16145 Hwy 105 West,Suite 400,Montgomery,TX,77356,77356,1,msg-opendental-DataSource-1297,FALSE,"16145 Hwy 105 West, Suite 400, Montgomery TX77356",30.362466,-95.609403,Gentle Dental Care -  Montgomery
4694,2813983636,20680 Westheimer Pkwy,Suite 50,Katy,TX,77450,77450,1,msg-opendental-DataSource-1248,FALSE,"20680 Westheimer Pkwy, Suite 50, Katy TX77450",29.739156,-95.734317,Gentle Dental Care - Cinco Ranch
4758,2812520055,Gentle Dental Care Magnolia 18252 FM 1488,Suite 120,Magnolia,TX,,,1,msg-opendental-DataSource-1296,FALSE,"Gentle Dental Care Magnolia 18252 FM 1488, Suite 120, Magnolia TX",30.180626,-95.70925,Gentle Dental Care - Magnolia
4933,2818551100,17301-A  FM 529,,Houston,TX,77095,77095,3,nex,FALSE,"17301-A  FM 529, , Houston TX77095",29.878842,-95.671524,Gentle Dental Care- 529
4932,2813986006,"3616 North Fry, suite 230",,Katy,TX,77449,77449,2,nex,FALSE,"3616 North Fry, suite 230, , Katy TX77449",29.824921,-95.719391,Gentle Dental Care- Katy
4397,2813536300,2400 FM 2920,Suite 150a,Spring,TX,77388,77388,1,msg-opendental-DataSource-1168,FALSE,"2400 FM 2920, Suite 150a, Spring TX77388",30.070822,-95.453524,Gentle Dental Care-2920
3673,9547534005,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1001551,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,Gentle Dental Group Coral Springs PLLC
3671,5614339600,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1001204,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gentle Dental Group of Boynton Beach, P.A."
3682,9544342700,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487,33487,1002651,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,Gentle Dental Group of Davie PLLC
3677,5617040044,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487,33487,1002245,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,Gentle Dental Group of Pembroke Pines PLLC
3674,9544728707,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1001620,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gentle Dental Group of Plantation, P.A."
3678,5616837699,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1002313,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gentle Dental Group of W. Palm Beach, P.A."
3667,5617958900,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1000397,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gentle Dental Group of Wellington, P.A."
3675,5614881688,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,1001770,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gentle Dental Group of West Boca Raton, PLLC"
3652,5619644699,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,150,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,Gentle Dental Group West Palm Beach PLLC
3653,5619644699,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,160,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,Gentle Dental Group West Palm Beach PLLC
3643,5619966006,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487-3506,33487,50,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,"Gentle Dental of Belle Glade, P.A."
3039,3618833993,735 Oak Park Avenue,,Corpus Christi,TX,78408,78408,13,msg-opendental-DataSource-730,FALSE,"735 Oak Park Avenue, , Corpus Christi TX78408",27.798148,-97.436295,Gentle Dental Spa
151,7187933990,70-25 Yellowstone Blvd,,Forest Hills,NY,11375,11375,1,--DataSource-,FALSE,"70-25 Yellowstone Blvd, , Forest Hills NY11375",40.72219,-73.849141,Gentle Touch Dental
3844,3027653373,4201 Miller Road,,Wilmington,DE,19802,19802,109,msg-denticon-DataSource-771,FALSE,"4201 Miller Road, , Wilmington DE19802",39.769817,-75.53263,Gentle Touch Smiles
1331,4253670303,12902 Bothell Everett Hwy,Suite E,Everett,WA,98208,98208,2,msg-eaglesoft-DataSource-104,TRUE,"12902 Bothell Everett Hwy, Suite E, Everett WA98208",47.881251,-122.20693,Genuine Smiles
2163,3026001124,261 Chapman Rd #100,,Newark,DE,19702,19702,16,msg-ecw-DataSource-452,FALSE,"261 Chapman Rd #100, , Newark DE19702",39.667497,-75.673529,Georgetown Delaware Sleep
84,9175632730,2167A Ralph Avenue,,Brooklyn,NY,11234,11234,1,--DataSource-,FALSE,"2167A Ralph Avenue, , Brooklyn NY11234",40.626555,-73.916569,Georgetown Dental Spa
255,2027854141,"2440 M Street, NW Ste 328",,Washington,DC,20037,20037,1,msg-macpractice-Institution-104,FALSE,"2440 M Street, NW Ste 328, , Washington DC20037",38.905074,-77.052679,Georgetown Dentistry
4483,9374291761,3398 DAYTON-XENIA ROAD,,BEAVERCREEK,OH,45432,45432,136,msg-curve2-DataSource-1200,FALSE,"3398 DAYTON-XENIA ROAD, , BEAVERCREEK OH45432",39.730251,-84.061048,GFD Beavercreek
4484,9374351835,30 W. Rahn Road.,Suite 20,Dayton,OH,45429,45429,138,msg-curve2-DataSource-1200,FALSE,"30 W. Rahn Road., Suite 20, Dayton OH45429",39.668364,-84.16457,GFD Centerville
3069,3059060060,1501 Biscayne Blvd,Suite 200,Miami,FL,33132,33132,1,none-none-DataSource-712,FALSE,"1501 Biscayne Blvd, Suite 200, Miami FL33132",25.789944,-80.188899,GIA Miami
1025,8642980229,870 Cleveland Street,,Greenville,SC,29601,29601,1,msg-curve2-Location-1025,FALSE,"870 Cleveland Street, , Greenville SC29601",34.830523,-82.381884,Gilbert Dental Group
4527,3076865665,530 Running W. Dr.,Suite 100,Gillette,WY,82718,82718,05399500-227B-430A-80F2-CCCC0FA3BEB9,msg-dolphin-DataSource-1233,FALSE,"530 Running W. Dr., Suite 100, Gillette WY82718",44.254702,-105.51045,Gilette
3040,9038432996,409 West Tyler Street,,Gilmer,TX,75644,75644,14,msg-opendental-DataSource-731,FALSE,"409 West Tyler Street, , Gilmer TX75644",32.728704,-94.948283,Gilmer Dental
205,5415045707,834 sw 11th suite 2,,redmond,OR,97756,97756,1,msg-curve2-Institution-73,FALSE,"834 sw 11th suite 2, , redmond OR97756",44.269254,-121.17945,Gilmore Dental
554,9103479100,3685 Henderson Drive,,Jacksonville,NC,28546,28546,2.00E+12,msg-dentrixascend-Location-554,FALSE,"3685 Henderson Drive, , Jacksonville NC28546",34.793614,-77.416016,Gina Mancini DMD
150,5163039636,99 Hicksville Rd,,Bethpage,NY,11714,11714,1,remote_db-dentrix-Institution-41,FALSE,"99 Hicksville Rd, , Bethpage NY11714",40.723009,-73.48745,Gitlin Dental Group
2341,4068732924,1210 East Main Street,,Cut Bank,MT,59427,59427,1,none-none-DataSource-518,FALSE,"1210 East Main Street, , Cut Bank MT59427",48.628739,-112.31521,Glacier County Health Department
2400,3193957207,4250 Glass Road,Suite 220,Cedar Rapids,IA,52402,52402,9,msg-eaglesoft-DataSource-541,FALSE,"4250 Glass Road, Suite 220, Cedar Rapids IA52402",42.017298,-91.701621,Glass Road Family Dentistry
1530,2127874860,"160 West End Ave., Ste. 1R",,New York,NY,10023,10023,2,msg-practiceworks-DataSource-196,FALSE,"160 West End Ave., Ste. 1R, , New York NY10023",40.776193,-73.984984,Glassman Dental Care
136,7183862655,76-01 Myrtle Ave,,Glendale,NY,11385,11385,1,--DataSource-,FALSE,"76-01 Myrtle Ave, , Glendale NY11385",40.70273,-73.872448,Glendale Dental Associates
4277,2815950933,3514 Highway 36,,Rosenberg,TX,77471,77471,1,msg-opendental-DataSource-1081,FALSE,"3514 Highway 36, , Rosenberg TX77471",29.529935,-95.808419,Gloss Dental Rosenberg
1533,4108334664,4817 Butler Rd.,,Glyndon,MD,21071,21071,1,remote_db-dentrix-DataSource-200,FALSE,"4817 Butler Rd., , Glyndon MD21071",39.475498,-76.818212,Glyndon Family Dentistry
3932,7149905157,330 N. Brea Blvd. Suite B,,Brea,CA,92821,92821,5,msg-opendental-DataSource-943,FALSE,"330 N. Brea Blvd. Suite B, , Brea CA92821",33.923705,-117.89577,Gold Coast Dental - Brea
3931,7145225565,4600 Beach Blvd #A,,Buena Park,CA,90621,90621,13,msg-opendental-DataSource-943,FALSE,"4600 Beach Blvd #A, , Buena Park CA90621",33.89535,-117.98793,Gold Coast Dental - Buena Park
3929,7145248600,901 W Whittier Blvd,,La Habra,CA,90631,90631,14,msg-opendental-DataSource-943,FALSE,"901 W Whittier Blvd, , La Habra CA90631",33.939259,-117.95557,Gold Coast Dental - La Habra 901
3930,5629058338,951 W Whittier Blvd,,La Habra,CA,90631,90631,1,msg-opendental-DataSource-943,FALSE,"951 W Whittier Blvd, , La Habra CA90631",33.939259,-117.95616,Gold Coast Dental - La Habra 951
3937,9514888688,11875 Pigeon Pass Road B6,,Moreno Valley,CA,92557,92557,16,msg-opendental-DataSource-943,FALSE,"11875 Pigeon Pass Road B6, , Moreno Valley CA92557",33.948319,-117.26217,Gold Coast Dental - Moreno Valley
3933,7142822490,"1122 E. Lincoln Avenue, Suite 104",,Orange,CA,92865,92865,3,msg-opendental-DataSource-943,FALSE,"1122 E. Lincoln Avenue, Suite 104, , Orange CA92865",33.835983,-117.8415,Gold Coast Dental - Orange
3936,9516886000,4595 La Sierra Ave,,Riverside,CA,92505,92505,15,msg-opendental-DataSource-943,FALSE,"4595 La Sierra Ave, , Riverside CA92505",33.915346,-117.48556,Gold Coast Dental - Riverside
3935,7148328089,"275 Centennial Way, Suite 109",,Tustin,CA,92780,92780,7,msg-opendental-DataSource-943,FALSE,"275 Centennial Way, Suite 109, , Tustin CA92780",33.743539,-117.81867,Gold Coast Dental - Tustin
3934,7146935555,20395 Yorba Linda Blvd.,,Yorba Linda,CA,92886,92886,9,msg-opendental-DataSource-943,FALSE,"20395 Yorba Linda Blvd., , Yorba Linda CA92886",33.889844,-117.78357,Gold Coast Dental - Yorba Linda
3137,3039631500,660 Golden Ridge Road,Ste 110,Golden,CO,804019541,80401,15,msg-ecw-DataSource-755,TRUE,"660 Golden Ridge Road, Ste 110, Golden CO80401",39.72822,-105.20593,Golden Ridge Surgery Center
2659,2129621115,150 Broadway Suite 1110,,New York,NY,10038-4357,10038,2,msg-ecw-DataSource-647,FALSE,"150 Broadway Suite 1110, , New York NY10038",40.70927,-74.010268,Goldman Dermatology PLLC
2976,8472992273,8901 Golf Road,,Des Plaines,IL,60016-4000,60016,132,msg-ecw-DataSource-700,TRUE,"8901 Golf Road, , Des Plaines IL60016",42.054171,-87.849023,Golf Surgical Center
2848,7185223600,26 Court Street,,Brooklyn,NY,11242,11242,2,msg-ecw-DataSource-671,FALSE,"26 Court Street, , Brooklyn NY11242",40.693338,-73.990857,Good Health Psychiatric Services
612,7049646404,452 Williamson Road,,Mooresville,NC,28117,28117,1,msg-curve2-Location-612,FALSE,"452 Williamson Road, , Mooresville NC28117",35.576452,-80.871052,Good Night Dentistry
2203,7037234224,"21001 Sycolin Road, #240",,Ashburn,VA,201474074,20147,1,msg-curve2-DataSource-458,FALSE,"21001 Sycolin Road, #240, , Ashburn VA20147",39.041958,-77.523075,Goose Creek Village Dental
432,6072723433,2333 N Triphammer Rd #304,,Ithaca,NY,14850,14850,1,remote_db-dentrix-Location-432,FALSE,"2333 N Triphammer Rd #304, , Ithaca NY14850",42.484556,-76.48443,Gorges Dental
3373,2099523687,1035 W Robinhood Dr,Ste 200,Stockton,CA,95207-5621,95207,2.00E+12,msg-dentrixascend-DataSource-832,FALSE,"1035 W Robinhood Dr, Ste 200, Stockton CA95207",38.000167,-121.31975,Gotta Smile Dentistry
3041,8068970010,501 E. State Highway 114,Suite 122,Levelland,TX,79336,79336,15,msg-opendental-DataSource-733,FALSE,"501 E. State Highway 114, Suite 122, Levelland TX79336",33.59511,-102.35968,Gr8 Smiles
4286,6503224750,90 Middlefield Road,,Menlo Park,CA,94025,94025,1,remote_db-dentrix-DataSource-1087,FALSE,"90 Middlefield Road, , Menlo Park CA94025",37.454844,-122.16348,Grace Dental
4343,2126142662,8 Gramercy Park S,#1B,NY,NY,10003,10003,1,remote_db-dentrix-DataSource-1109,FALSE,"8 Gramercy Park S, #1B, NY NY10003",40.738019,-73.987324,Gramercy Dental NYC
898,3479037277,201 E 17th St Suite #1,,New York,NY,10003,10003,1,remote_db-dentrix-Location-898,FALSE,"201 E 17th St Suite #1, , New York NY10003",40.735227,-73.985364,Gramercy Dental Suite
407,7182551381,69-77 Grand Ave,,Maspeth,NY,11378,11378,1,remote_db-dentrix-Location-407,TRUE,"69-77 Grand Ave, , Maspeth NY11378",40.727435,-73.893159,Grand Smile Dental
409,7189429942,57 Grand Street,,Brooklyn,NY,11249,11249,2.00E+12,msg-dentrixascend-Location-409,FALSE,"57 Grand Street, , Brooklyn NY11249",40.716031,-73.965091,Grand Street Dental
1579,6157941546,114 Rand Place,,Franklin,TN,37064,37064,1000454,msg-dentrix_enterprise-DataSource-168,FALSE,"114 Rand Place, , Franklin TN37064",35.910534,-86.834314,Grant Hensley DDS
102,6466653635,35 E Grassy Sprain Road,Suite 507,Yonkers,NY,10710,10710,29,msg-nextech-Institution-14,FALSE,"35 E Grassy Sprain Road, Suite 507, Yonkers NY10710",40.954055,-73.851699,Grassy Sprain
1951,8888760861,150 N. Michigan Ave.,Suite 2930,Chicago,IL,60602,60602,30,msg-dentrix_enterprise-DataSource-374,TRUE,"150 N. Michigan Ave., Suite 2930, Chicago IL60602",41.885033,-87.624964,Great Lakes Dental Partners LLC
100,5163465493,825 Northern Blvd Suite 300,Suite 102,Great Neck,NY,11021,11021,52,msg-nextech-Institution-14,FALSE,"825 Northern Blvd Suite 300, Suite 102, Great Neck NY11021",40.785276,-73.710161,Great Neck
947,8123014862,147 East Broad Street,,Lyons,IN,47443,47443,6.00E+12,msg-dentrixascend-Institution-406,FALSE,"147 East Broad Street, , Lyons IN47443",38.9888,-87.080445,Green Dental - Lyons
948,8128292261,51 N Main St,,Spencer,IN,47460,47460,6.00E+12,msg-dentrixascend-Institution-406,FALSE,"51 N Main St, , Spencer IN47460",39.286634,-86.762724,Green Dental - Owen County
385,4154330119,360 Post St. Ste 704,,San Francisco,CA,94108,94108,1,msg-eaglesoft-Location-385,TRUE,"360 Post St. Ste 704, , San Francisco CA94108",37.788673,-122.40766,Green Dentistry
4390,7175977197,50 Eastern Ave,# 108,Greencastle,PA,17225,17225,1,msg-eaglesoft-DataSource-1162,FALSE,"50 Eastern Ave, # 108, Greencastle PA17225",39.785364,-77.715098,Greencastle Family Dental
278,7183830024,99 Nassau Ave,,Brooklyn,NY,11222,11222,3,remote_db-dentrix-Location-278,TRUE,"99 Nassau Ave, , Brooklyn NY11222",40.72407,-73.950199,Greenpoint
